target,feature,pearson_r,abs_pearson_r
mx_b,motor_cmd_0,0.0013798285274265805,0.0013798285274265805
mx_b,cycle_flap_frequency_hz,0.0008920666650091918,0.0008920666650091918
mx_b,p,-0.0001754473992368818,0.0001754473992368818
mx_b,alpha_rad,,
my_b,phase_cos_2,-0.782938284343194,0.782938284343194
my_b,p,-0.28772478995639594,0.28772478995639594
my_b,phase_cos_1,-0.2325650761991847,0.2325650761991847
my_b,phase_sin_2,0.16495640224001917,0.16495640224001917
my_b,phase_sin_1,0.155676292733972,0.155676292733972
my_b,r,0.060456315222229835,0.060456315222229835
my_b,servo_right_elevon,0.05203859296758636,0.05203859296758636
my_b,elevon_sum,0.051297414349803096,0.051297414349803096
my_b,elevon_diff,-0.03941333916438446,0.03941333916438446
my_b,servo_rudder,-0.023495744607679787,0.023495744607679787
my_b,dynamic_pressure_pa,0.019102395109245898,0.019102395109245898
my_b,true_airspeed_m_s,0.019029229545314833,0.019029229545314833
my_b,beta_proxy_rad,-0.017122468703964652,0.017122468703964652
my_b,servo_left_elevon,-0.016342794873795495,0.016342794873795495
my_b,motor_cmd_0,0.0010810454154769591,0.0010810454154769591
my_b,cycle_flap_frequency_hz,-0.0003077050213172264,0.0003077050213172264
my_b,q,0.0002311650642473919,0.0002311650642473919
my_b,alpha_rad,,
mz_b,phase_cos_2,0.3022443358254342,0.3022443358254342
mz_b,phase_sin_1,0.22410493458186037,0.22410493458186037
mz_b,q,-0.11265303378642828,0.11265303378642828
mz_b,p,-0.10064861130647235,0.10064861130647235
mz_b,phase_sin_2,-0.06223571159317792,0.06223571159317792
mz_b,beta_proxy_rad,0.04449378627475131,0.04449378627475131
mz_b,dynamic_pressure_pa,0.044116905723236226,0.044116905723236226
mz_b,elevon_diff,-0.04125909893875584,0.04125909893875584
mz_b,servo_right_elevon,0.04011154134281959,0.04011154134281959
mz_b,true_airspeed_m_s,0.03991675582346079,0.03991675582346079
mz_b,servo_left_elevon,-0.03481442685450046,0.03481442685450046
mz_b,elevon_sum,0.0156993577489368,0.0156993577489368
mz_b,phase_cos_1,0.008273423135101968,0.008273423135101968
mz_b,servo_rudder,-0.0028390375274676663,0.0028390375274676663
mz_b,motor_cmd_0,0.0025447958357553138,0.0025447958357553138
mz_b,cycle_flap_frequency_hz,0.001908497309190804,0.001908497309190804
mz_b,r,3.304491050525284e-05,3.304491050525284e-05
mz_b,alpha_rad,,
